[位置・速度]

ファイル        , C:\Users\bcl\Documents\計測データ\227\Session004\Temp.AVI
シーン数        ,   4001
計測点数        ,      3
コマ数／単位時間, 200.00/s, フレーム間隔, 0.01s
計測インターバル, 1
距離スケール    , 0.11cm/画素
原点X           , 0.00
原点Y           , 0.00
回転角          , 0.00
Y軸方向         , 1
 ,         ,        , 座標X    ,         ,          , 座標Y   ,         ,          
 , シーン  , 時間(s), 計測点1  , 計測点2 , 計測点3  , 計測点1 , 計測点2 , 計測点3  
 ,     1018,    5.09,     28.93,    23.92,     41.07,     6.61,    21.70,     12.46
 ,     1019,    5.09,     28.91,    23.88,     41.02,     6.61,    21.68,     12.44
 ,     1020,    5.09,     28.91,    23.85,     41.00,     6.59,    21.65,     12.46
 ,     1021,    5.10,     28.90,    23.82,     41.00,     6.57,    21.64,     12.48
 ,     1022,    5.11,     28.89,    23.76,     40.99,     6.55,    21.58,     12.48
 ,     1023,    5.11,     28.86,    23.74,     41.04,     6.52,    21.54,     12.51
 ,     1024,    5.12,     28.85,    23.66,     41.08,     6.51,    21.53,     12.55
 ,     1025,    5.12,     28.83,    23.60,     41.10,     6.50,    21.49,     12.57
 ,     1026,    5.13,     28.82,    23.52,     41.18,     6.47,    21.45,     12.61
 ,     1027,    5.13,     28.78,    23.45,     41.23,     6.45,    21.42,     12.66
 ,     1028,    5.13,     28.78,    23.37,     41.32,     6.45,    21.39,     12.72
 ,     1029,    5.14,     28.74,    23.29,     41.41,     6.43,    21.34,     12.80
 ,     1030,    5.15,     28.72,    23.20,     41.52,     6.42,    21.31,     12.88
 ,     1031,    5.15,     28.70,    23.10,     41.62,     6.40,    21.29,     12.94
 ,     1032,    5.16,     28.65,    23.01,     41.74,     6.38,    21.27,     13.03
 ,     1033,    5.16,     28.63,    22.91,     41.87,     6.38,    21.24,     13.14
 ,     1034,    5.17,     28.61,    22.83,     42.01,     6.33,    21.19,     13.24
 ,     1035,    5.17,     28.59,    22.71,     42.16,     6.31,    21.16,     13.37
 ,     1036,    5.17,     28.55,    22.63,     42.31,     6.30,    21.14,     13.49
 ,     1037,    5.18,     28.53,    22.55,     42.48,     6.28,    21.09,     13.63
 ,     1038,    5.19,     28.50,    22.43,     42.63,     6.28,    21.07,     13.78
 ,     1039,    5.19,     28.49,    22.34,     42.81,     6.24,    21.06,     13.93
 ,     1040,    5.20,     28.44,    22.26,     43.00,     6.24,    21.04,     14.09
 ,     1041,    5.20,     28.42,    22.18,     43.17,     6.23,    21.00,     14.25
 ,     1042,    5.21,     28.40,    22.09,     43.36,     6.22,    20.99,     14.46
 ,     1043,    5.21,     28.38,    22.02,     43.53,     6.19,    20.97,     14.64
 ,     1044,    5.21,     28.37,    21.94,     43.74,     6.19,    20.96,     14.84
 ,     1045,    5.22,     28.34,    21.88,     43.92,     6.16,    20.93,     15.05
 ,     1046,    5.23,     28.32,    21.81,     44.11,     6.16,    20.94,     15.26
 ,     1047,    5.23,     28.31,    21.74,     44.30,     6.14,    20.93,     15.51
 ,     1048,    5.24,     28.29,    21.71,     44.48,     6.13,    20.92,     15.72
 ,     1049,    5.24,     28.29,    21.65,     44.66,     6.11,    20.91,     15.99
 ,     1050,    5.25,     28.28,    21.61,     44.85,     6.10,    20.92,     16.23
 ,     1051,    5.25,     28.28,    21.59,     45.04,     6.09,    20.94,     16.51
 ,     1052,    5.25,     28.28,    21.54,     45.21,     6.07,    20.93,     16.79
 ,     1053,    5.26,     28.28,    21.52,     45.38,     6.07,    20.93,     17.07
 ,     1054,    5.26,     28.27,    21.51,     45.57,     6.06,    20.95,     17.40
 ,     1055,    5.27,     28.26,    21.49,     45.72,     6.06,    20.96,     17.69
 ,     1056,    5.28,     28.27,    21.50,     45.88,     6.05,    20.96,     18.01
 ,     1057,    5.28,     28.27,    21.49,     46.04,     6.03,    20.96,     18.34
 ,     1058,    5.29,     28.28,    21.48,     46.18,     6.02,    20.97,     18.68
 ,     1059,    5.29,     28.27,    21.52,     46.33,     6.02,    20.98,     19.05
 ,     1060,    5.29,     28.27,    21.52,     46.45,     6.01,    21.01,     19.40
 ,     1061,    5.30,     28.27,    21.54,     46.59,     6.01,    21.01,     19.76
 ,     1062,    5.30,     28.27,    21.55,     46.68,     6.01,    21.04,     20.15
 ,     1063,    5.31,     28.27,    21.56,     46.81,     5.99,    21.03,     20.51
 ,     1064,    5.32,     28.28,    21.60,     46.90,     5.99,    21.04,     20.91
 ,     1065,    5.32,     28.28,    21.63,     46.99,     5.96,    21.04,     21.33
 ,     1066,    5.33,     28.28,    21.66,     47.06,     5.95,    21.06,     21.71
 ,     1067,    5.33,     28.28,    21.68,     47.14,     5.95,    21.06,     22.13
 ,     1068,    5.34,     28.28,    21.74,     47.19,     5.94,    21.06,     22.54
 ,     1069,    5.34,     28.27,    21.76,     47.25,     5.92,    21.07,     22.96
 ,     1070,    5.34,     28.30,    21.82,     47.28,     5.91,    21.07,     23.40
 ,     1071,    5.35,     28.29,    21.87,     47.33,     5.89,    21.06,     23.82
 ,     1072,    5.36,     28.29,    21.95,     47.35,     5.87,    21.07,     24.27
 ,     1073,    5.36,     28.31,    21.99,     47.35,     5.86,    21.06,     24.71
 ,     1074,    5.37,     28.33,    22.09,     47.36,     5.85,    21.08,     25.16
 ,     1075,    5.37,     28.34,    22.17,     47.36,     5.84,    21.06,     25.61
 ,     1076,    5.38,     28.38,    22.26,     47.31,     5.84,    21.07,     26.07
 ,     1077,    5.38,     28.39,    22.35,     47.28,     5.83,    21.06,     26.55
 ,     1078,    5.38,     28.41,    22.43,     47.26,     5.81,    21.06,     27.00
 ,     1079,    5.39,     28.42,    22.54,     47.20,     5.81,    21.06,     27.47
 ,     1080,    5.40,     28.46,    22.66,     47.14,     5.79,    21.05,     27.93
 ,     1081,    5.40,     28.49,    22.76,     47.05,     5.79,    21.06,     28.41
 ,     1082,    5.41,     28.50,    22.89,     46.94,     5.77,    21.05,     28.88
 ,     1083,    5.41,     28.54,    23.00,     46.87,     5.75,    21.03,     29.35
 ,     1084,    5.42,     28.57,    23.15,     46.75,     5.74,    21.02,     29.83
 ,     1085,    5.42,     28.60,    23.27,     46.64,     5.73,    21.00,     30.31
 ,     1086,    5.42,     28.64,    23.39,     46.50,     5.71,    20.99,     30.76
 ,     1087,    5.43,     28.66,    23.55,     46.35,     5.70,    20.96,     31.24
 ,     1088,    5.44,     28.71,    23.69,     46.20,     5.67,    20.93,     31.66
 ,     1089,    5.44,     28.73,    23.84,     46.03,     5.65,    20.91,     32.14
 ,     1090,    5.45,     28.79,    24.02,     45.86,     5.64,    20.88,     32.59
 ,     1091,    5.45,     28.84,    24.17,     45.66,     5.60,    20.85,     33.04
 ,     1092,    5.46,     28.88,    24.37,     45.45,     5.59,    20.80,     33.48
 ,     1093,    5.46,     28.92,    24.55,     45.25,     5.58,    20.77,     33.90
 ,     1094,    5.46,     28.97,    24.76,     45.04,     5.57,    20.76,     34.32
 ,     1095,    5.47,     29.04,    24.97,     44.82,     5.54,    20.70,     34.75
 ,     1096,    5.48,     29.08,    25.19,     44.57,     5.52,    20.68,     35.15
 ,     1097,    5.48,     29.15,    25.42,     44.33,     5.50,    20.64,     35.57
 ,     1098,    5.49,     29.19,    25.65,     44.09,     5.49,    20.61,     35.95
 ,     1099,    5.49,     29.26,    25.91,     43.79,     5.46,    20.58,     36.36
 ,     1100,    5.50,     29.33,    26.15,     43.50,     5.44,    20.55,     36.73
 ,     1101,    5.50,     29.38,    26.39,     43.19,     5.41,    20.51,     37.11
 ,     1102,    5.50,     29.47,    26.68,     42.87,     5.39,    20.48,     37.46
 ,     1103,    5.51,     29.51,    26.93,     42.53,     5.37,    20.46,     37.82
 ,     1104,    5.51,     29.58,    27.18,     42.17,     5.36,    20.40,     38.13
 ,     1105,    5.52,     29.65,    27.47,     41.81,     5.35,    20.37,     38.47
 ,     1106,    5.53,     29.71,    27.72,     41.45,     5.31,    20.36,     38.74
 ,     1107,    5.53,     29.78,    28.01,     41.06,     5.28,    20.31,     39.04
 ,     1108,    5.54,     29.85,    28.27,     40.69,     5.28,    20.27,     39.29
 ,     1109,    5.54,     29.92,    28.52,     40.29,     5.26,    20.25,     39.54
 ,     1110,    5.54,     29.99,    28.80,     39.90,     5.25,    20.23,     39.74
 ,     1111,    5.55,     30.04,    29.05,     39.51,     5.24,    20.18,     39.94
 ,     1112,    5.55,     30.09,    29.31,     39.11,     5.22,    20.17,     40.11
 ,     1113,    5.56,     30.15,    29.55,     38.72,     5.20,    20.16,     40.28
 ,     1114,    5.57,     30.20,    29.79,     38.30,     5.19,    20.16,     40.41
 ,     1115,    5.57,     30.26,    30.01,     37.94,     5.20,    20.15,     40.54
 ,     1116,    5.58,     30.29,    30.18,     37.54,     5.18,    20.15,     40.61
 ,     1117,    5.58,     30.35,    30.37,     37.15,     5.20,    20.15,     40.72
 ,     1118,    5.59,     30.37,    30.52,     36.83,     5.19,    20.16,     40.76
 ,     1119,    5.59,     30.40,    30.67,     36.46,     5.18,    20.16,     40.85
 ,     1120,    5.59,     30.44,    30.78,     36.11,     5.20,    20.16,     40.92
 ,     1121,    5.60,     30.45,    30.88,     35.81,     5.20,    20.18,     40.98
 ,     1122,    5.61,     30.45,    30.93,     35.52,     5.20,    20.18,     41.03
 ,     1123,    5.61,     30.46,    30.98,     35.25,     5.20,    20.21,     41.09
 ,     1124,    5.62,     30.45,    31.00,     35.02,     5.20,    20.25,     41.13
 ,     1125,    5.62,     30.44,    30.96,     34.85,     5.22,    20.28,     41.22
 ,     1126,    5.63,     30.40,    30.91,     34.71,     5.23,    20.35,     41.29
 ,     1127,    5.63,     30.38,    30.82,     34.58,     5.23,    20.39,     41.36
 ,     1128,    5.63,     30.35,    30.71,     34.49,     5.26,    20.45,     41.42
 ,     1129,    5.64,     30.31,    30.62,     34.39,     5.27,    20.51,     41.50
 ,     1130,    5.65,     30.25,    30.51,     34.33,     5.28,    20.60,     41.56
 ,     1131,    5.65,     30.22,    30.37,     34.27,     5.28,    20.62,     41.61
 ,     1132,    5.66,     30.18,    30.27,     34.25,     5.31,    20.69,     41.66
 ,     1133,    5.66,     30.14,    30.16,     34.24,     5.33,    20.73,     41.73
 ,     1134,    5.67,     30.09,    30.04,     34.23,     5.35,    20.79,     41.75
 ,     1135,    5.67,     30.04,    29.94,     34.24,     5.35,    20.82,     41.83
 ,     1136,    5.67,     30.03,    29.82,     34.26,     5.37,    20.83,     41.82
 ,     1137,    5.68,     29.99,    29.71,     34.31,     5.36,    20.86,     41.86
 ,     1138,    5.69,     29.95,    29.60,     34.38,     5.40,    20.88,     41.87
 ,     1139,    5.69,     29.93,    29.48,     34.45,     5.40,    20.91,     41.91
 ,     1140,    5.70,     29.91,    29.36,     34.55,     5.41,    20.92,     41.92
 ,     1141,    5.70,     29.86,    29.23,     34.67,     5.42,    20.94,     41.94
 ,     1142,    5.71,     29.82,    29.11,     34.81,     5.42,    20.95,     41.96
 ,     1143,    5.71,     29.80,    28.98,     34.93,     5.43,    20.97,     41.96
 ,     1144,    5.71,     29.75,    28.83,     35.11,     5.43,    21.01,     41.97
 ,     1145,    5.72,     29.70,    28.68,     35.30,     5.44,    21.03,     41.97
 ,     1146,    5.73,     29.66,    28.51,     35.48,     5.46,    21.05,     41.94
 ,     1147,    5.73,     29.60,    28.35,     35.72,     5.45,    21.10,     41.91
 ,     1148,    5.74,     29.57,    28.19,     35.92,     5.47,    21.13,     41.89
 ,     1149,    5.74,     29.52,    28.01,     36.15,     5.48,    21.16,     41.87
 ,     1150,    5.75,     29.48,    27.82,     36.39,     5.50,    21.20,     41.84
 ,     1151,    5.75,     29.42,    27.66,     36.63,     5.51,    21.24,     41.75
 ,     1152,    5.75,     29.38,    27.48,     36.88,     5.53,    21.27,     41.67
 ,     1153,    5.76,     29.32,    27.28,     37.14,     5.54,    21.31,     41.60
 ,     1154,    5.76,     29.27,    27.12,     37.40,     5.54,    21.35,     41.49
 ,     1155,    5.77,     29.22,    26.95,     37.70,     5.56,    21.39,     41.40
 ,     1156,    5.78,     29.16,    26.78,     37.97,     5.58,    21.42,     41.27
 ,     1157,    5.78,     29.11,    26.60,     38.27,     5.58,    21.44,     41.15
 ,     1158,    5.79,     29.07,    26.42,     38.56,     5.60,    21.48,     40.99
 ,     1159,    5.79,     29.01,    26.27,     38.89,     5.64,    21.53,     40.81
 ,     1160,    5.79,     28.95,    26.12,     39.16,     5.66,    21.54,     40.60
 ,     1161,    5.80,     28.91,    25.94,     39.49,     5.68,    21.57,     40.43
 ,     1162,    5.80,     28.86,    25.81,     39.86,     5.70,    21.60,     40.23
 ,     1163,    5.81,     28.83,    25.66,     40.13,     5.73,    21.62,     40.01
 ,     1164,    5.82,     28.78,    25.51,     40.48,     5.76,    21.64,     39.76
 ,     1165,    5.82,     28.73,    25.38,     40.81,     5.78,    21.66,     39.49
 ,     1166,    5.83,     28.70,    25.24,     41.11,     5.80,    21.70,     39.25
 ,     1167,    5.83,     28.66,    25.09,     41.45,     5.82,    21.71,     38.96
 ,     1168,    5.84,     28.64,    24.98,     41.74,     5.84,    21.72,     38.69
 ,     1169,    5.84,     28.61,    24.84,     42.08,     5.88,    21.75,     38.37
 ,     1170,    5.84,     28.58,    24.70,     42.39,     5.88,    21.76,     38.07
 ,     1171,    5.85,     28.54,    24.61,     42.70,     5.92,    21.79,     37.74
 ,     1172,    5.86,     28.51,    24.47,     43.02,     5.96,    21.80,     37.39
 ,     1173,    5.86,     28.49,    24.36,     43.32,     5.98,    21.83,     37.06
 ,     1174,    5.87,     28.45,    24.24,     43.62,     6.00,    21.85,     36.71
 ,     1175,    5.87,     28.42,    24.12,     43.88,     6.01,    21.86,     36.33
 ,     1176,    5.88,     28.39,    24.02,     44.17,     6.03,    21.87,     35.99
 ,     1177,    5.88,     28.38,    23.91,     44.44,     6.05,    21.88,     35.58
 ,     1178,    5.88,     28.32,    23.80,     44.69,     6.08,    21.91,     35.21
 ,     1179,    5.89,     28.30,    23.70,     44.96,     6.10,    21.92,     34.81
 ,     1180,    5.90,     28.28,    23.60,     45.19,     6.10,    21.92,     34.42
 ,     1181,    5.90,     28.26,    23.49,     45.43,     6.13,    21.95,     34.02
 ,     1182,    5.91,     28.23,    23.40,     45.67,     6.16,    21.95,     33.62
 ,     1183,    5.91,     28.19,    23.28,     45.88,     6.18,    21.94,     33.19
 ,     1184,    5.92,     28.18,    23.19,     46.09,     6.21,    21.96,     32.77
 ,     1185,    5.92,     28.16,    23.10,     46.27,     6.21,    21.94,     32.34
 ,     1186,    5.92,     28.15,    23.02,     46.45,     6.23,    21.97,     31.93
 ,     1187,    5.93,     28.12,    22.92,     46.63,     6.24,    21.97,     31.49
 ,     1188,    5.94,     28.10,    22.85,     46.78,     6.25,    21.97,     31.06
 ,     1189,    5.94,     28.07,    22.75,     46.94,     6.27,    21.96,     30.64
 ,     1190,    5.95,     28.06,    22.67,     47.07,     6.29,    21.98,     30.20
 ,     1191,    5.95,     28.03,    22.59,     47.18,     6.30,    21.99,     29.78
 ,     1192,    5.96,     28.00,    22.53,     47.30,     6.32,    21.99,     29.35
 ,     1193,    5.96,     27.98,    22.45,     47.38,     6.34,    21.99,     28.93
 ,     1194,    5.96,     27.96,    22.41,     47.47,     6.34,    22.02,     28.50
 ,     1195,    5.97,     27.96,    22.35,     47.54,     6.37,    22.00,     28.08
 ,     1196,    5.98,     27.94,    22.31,     47.60,     6.37,    22.04,     27.69
 ,     1197,    5.98,     27.92,    22.25,     47.65,     6.38,    22.03,     27.25
 ,     1198,    5.99,     27.91,    22.22,     47.70,     6.38,    22.07,     26.86
 ,     1199,    5.99,     27.88,    22.20,     47.75,     6.40,    22.05,     26.45
 ,     1200,    6.00,     27.85,    22.19,     47.76,     6.41,    22.06,     26.06
 ,     1201,    6.00,     27.85,    22.19,     47.80,     6.44,    22.05,     25.66
 ,     1202,    6.00,     27.85,    22.19,     47.80,     6.44,    22.06,     25.27
 ,     1203,    6.01,     27.84,    22.19,     47.81,     6.44,    22.06,     24.90
 ,     1204,    6.02,     27.84,    22.20,     47.80,     6.45,    22.05,     24.52
 ,     1205,    6.02,     27.84,    22.22,     47.80,     6.46,    22.06,     24.13
 ,     1206,    6.03,     27.83,    22.24,     47.77,     6.45,    22.07,     23.77
 ,     1207,    6.03,     27.83,    22.27,     47.74,     6.49,    22.06,     23.39
 ,     1208,    6.04,     27.83,    22.32,     47.70,     6.48,    22.07,     23.06
 ,     1209,    6.04,     27.83,    22.38,     47.65,     6.49,    22.06,     22.69
 ,     1210,    6.04,     27.83,    22.43,     47.60,     6.50,    22.07,     22.35
 ,     1211,    6.05,     27.84,    22.50,     47.53,     6.50,    22.05,     22.00
 ,     1212,    6.05,     27.84,    22.57,     47.45,     6.50,    22.05,     21.64
 ,     1213,    6.06,     27.84,    22.63,     47.39,     6.51,    22.06,     21.34
